ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
1394,488,saham nahas sril ptba bank tabung negara  bbtn medco energy medc media nusantara citra  mncn tiga saham turun harga adro indo tambangraya megahtbk itmg elnusa  elsa waskita beton precast  wsbp,15,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
3328,1245,baca juga biaya kompetitif indo tambangraya megah itmg tinggal pasar eropa sritex group sawah ladang sama jaga juang cinta sepenuh hati ujar iwan setiawan lukminto,7,ITMG,Indo Tambangraya Megah Tbk,0
2922,1072,baca juga saham bbni bank  turun    baru  sempat catat harga tinggi,11,BBNI,Bank Negara Indonesia (Persero) Tbk.,0
4374,1640,hubung manajemen adhi konfirmasi adhi,15,ADHI,Adhi Karya (Persero) Tbk. [S],0
1927,676,alhasil sembilan hari turut saham wsbp merosot,15,WSBP,Waskita Beton Precast Tbk.,0
2680,960,harga saham scma turun  year date,15,SCMA,Surya Citra Media Tbk.],0
3653,1355, semester  cashflow adhi defisit  triliun,5,ADHI,Adhi Karya (Persero) Tbk. [S],0
2102,720,baca juga bursa emerging market jatuh beban khawatir lambat ekonomi saham  losers lq indika energy  indy anggota indeks kompas turun ,13,INDY,Indika Energy Tbk.,0
1837,641,baca juga  sinar  meski harga lesu minta global baik beda yosua rekomendasi sell saham inkp,40,INKP,Indah Kiat Pulp & Paper,0
2632,947,rabu  saham bbca bank central asia tutup merah,4,BBCA,Bank Central Asia Tbk.,0
2018,693,lama pek lalu harga cpin turun paling  level,8,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
3599,1342,baca juga akhir tahun bukit asam ptba lepas  juta saham treasuri lepas saham treasuri kapan harga berapa ikut atur konsultasi  jelas yuherni sisdwi rachmiyati kontan kamis ,8,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
1529,544,saham jual bersih besar asing smartfren telecom  fren  miliar bank mandiri  bmri  miliar telekomunikasi indonesia  tlkm  miliar,20,BMRI,Bank Mandiri (Persero) Tbk.,0
1869,650,  saham elsa merosot  jadi  saham wsbp turun  jadi   saham,12,WSBP,Waskita Beton Precast Tbk.,0
1078,375,turun harga saham emiten bank besar bmri anggota indeks kompas bbca anggota indeks kompas bbni anggota indeks kompas andil gerus ihsg,6,BBNI,Bank Negara Indonesia (Persero) Tbk.,0
1366,476,analis ciptadana sekuritas asia fahressi fahalmesta nilai jual semen intp turun kuartal pertama tahun anggap wajar,8,INTP,Indocement Tunggal Prakasa Tbk. [S],0
4265,1571,saham jual bersih besar asing indf miliar media nusantara citra  mncn  miliar sampoerna  hmsp  miliar,18,INDF,Indofood Sukses Makmur Tbk. [S],0
1136,395,jalan rencana tingkat produksi janeman sebut indy harap milik stripping ratio rasio kupas lebih tinggi  banding tahun lalu ada ,28,INDY,Indika Energy Tbk.,0
3996,1481, sebab laba bersih itmg tekan,13,ITMG,Indo Tambangraya Megah Tbk,0
1712,613,sementara pek saham cpin turun  jpfa turun  main turun ,14,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
2849,1033,rencana ekspansi usaha produsen nikel vale indonesia  inco luar area tambang sorowako luwu timur sulawesi selatan jalan,4,INCO,Vale Indonesia Tbk. [S],0
4268,1577,saham jual bersih besar asing sawit sumbermas sarana  ssms  miliar telekomunikasi indonesia  tlkm  miliar bank rakyat indonesia  bbri  miliar,19,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
3725,1374,nilai jual bersih investor asing sebut tempat saham bbca saham bbri masing-masing posisi pertama dua daftar saham nilai jual bersih paling besar sesi pertama dagang hari,8,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
4174,1534,bagai konsekuensi pasok listrik kurang produksi jadi lebih rendah ujar bernardus irmanto chief financial officer inco acara public expose live  bursa efek indonesia selasa ,19,INCO,Vale Indonesia Tbk. [S],0
1554,557,adapun saham ggrm milik indikator stochastic mulai anjak area oversold potensi dorong saham rebound uji resistance,20,GGRM,Gudang Garam Tbk.,0
2788,1012,baca juga kerja semester  kurang muas saham  corporindo akra merosot analis jasa utama capital chris apriliony kata turun laba bersih akra sebab jual aset laku tahun lalu,13,AKRA,AKR Corporindo Tbk. [S],0
1962,685,nilai emiten produsen kendara astra international  asi indomobil sukses international  imas potensi hadap tekan kerja hingga akhir tahun,31,ASII,Astra International Tbk. [S],0
1951,682,dari jumlah jual bersih sebut hmsp catat turun nilai ekspor besar  jadi  miliar,10,HMSP,HM Sampoerna Tbk.,0
2467,867, itmg turun  level,24,ITMG,Indo Tambangraya Megah Tbk,0
3336,1248,sementara produsen pulp kertas sinar  indah kiat pulp  paper  inkp pabrik kerta tjiwi kimia  tkim tunjuk turun harga,11,INKP,Indah Kiat Pulp & Paper,0
989,340,dapat indf mungkin sulit tembus level digit segmen agribisnis baik tutur,24,INDF,Indofood Sukses Makmur Tbk. [S],0
358,82,belum global witness tuding modus gelap pajak laku adro pindah dapat tambang jaring usaha luar negeri,15,ADRO,Adaro Energy Tbk [S],0
3032,1113,sedang emiten tambang pelat merah ptba cetak turun harga ,10,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
1586,563,bank mandiri persero  bmri kemarin saham bank mandiri persero  bmri merah,28,BMRI,Bank Mandiri (Persero) Tbk.,0
1211,437, usaha  negara  pgas turun ,19,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
51,9,indofood sukses makmur  indf kembali saham indofood agri resources  milik lama,4,INDF,Indofood Sukses Makmur Tbk. [S],0
3727,1374,sementara saham bbca duduk peringkat dua nilai jual bersih investor asing besar  miliar,10,BBCA,Bank Central Asia Tbk.,0
1931,676,pekan saham elsa turun ,23,ELSA,Elnusa Tbk. [S],0
2630,944,baca juga ihsg kuat  akhir dagang rabu  sedang tiga saham keluar daftar indeks likuid adhi karya  adhi elnusa  elsa waskita beton precast  wsbp,11,ELSA,Elnusa Tbk. [S],0
2921,1072,saham bbni buka bawah harga tutup hari belum tepat harga,9,BBNI,Bank Negara Indonesia (Persero) Tbk.,0
3801,1407,baca juga investor asing  cepat jual saham bank   saham bank  bbca dengan laba bersih  saham   price earning ratio  saham bbri  kali adapun rasio harga saham bank bumn nilai buku  kali,22,BBCA,Bank Central Asia Tbk.,0
1038,355,saham  losers lq astra international  asi anggota indeks kompas turun ,13,ASII,Astra International Tbk. [S],0
2225,766,baca juga kompak turun ringkas dagang bmri bbri bbni bbtn bbca ,78,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
1453,511,dasar analis teknikal  sekuritas stochastic saham antm ada posisi bullish,11,ANTM,Aneka Tambang Tbk. [S],0
968,338,namun atur baru terap bobot indf naik jadi  icbp turun jadi ,11,ICBP,Indofood CBP Sukses Makmur Tbk. [S],0
4128,1520,baca juga ihsg minus  saham bmri bbri bbni bbtn bbca kompak merah  urut lanjut saham tbms harga naik  level   saham,9,BBCA,Bank Central Asia Tbk.,0
818,272,adapun saham scma  weakness tren turun target harga,24,SCMA,Surya Citra Media Tbk.],0
1591,563, saham bmri angsur tekan hingga tutup harga rendah,37,BMRI,Bank Mandiri (Persero) Tbk.,0
4029,1486,baca juga harga batubara tekan indo tambangraya itmg fokus turun rasio nisbah kupas meski yulius optimistis semester serap capex lebih tinggi paruh awal tahun,9,ITMG,Indo Tambangraya Megah Tbk,0
1920,676,saham adhi karya  adhi elnusa  elsa waskita beton precast  wsbp banyak landa aksi jual harga merosot akhir dagang jumat ,5,ADHI,Adhi Karya (Persero) Tbk. [S],0
3915,1455, pasti pgas terbit obligasi lokal global,7,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
2283,793, wakil presiden direktur lppf richard gibson nyata lingkung ritel makin kompetitif dorong promosi main market-place online,15,LPPF,Matahari Department Store Tbk. [S],0
3515,1309,baca juga ptpp jual ruas  labuh kuala tanjung ngomong-ngomong jelas bumn punya usaha  bersih cukup besar cilegon,8,PTPP,PP (Persero) Tbk. [S],0
2791,1012,chris nilai harga saham akra golong cukup murah,19,AKRA,AKR Corporindo Tbk. [S],0
1991,690,bakal depak indeks idx harga saham medco energi internasional  medc gerak fluktuatif,4,MEDC,Medco Energi Internasional Tbk,0
1707,612,baca juga laku hedging  rejeki isman sril lemah dollar  dampak besar analis kanaka hita solvera ivan rosanova kata saham emiten tekstil cntx poly kurang tarik mata investor,11,SRIL,Sri Rejeki Isman Tbk.,0
3000,1094,bukit asam  ptba emiten gerak tambang utama batubara harga saham anjlok  level,18,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
3587,1335,saham  sell besar bank rakyat indonesia  bbri  miliar united tractors  untr  miliar bank negara indonesia  bbni  miliar,19,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
1128,395,dasar lapor uang kuartal  indy gagal toreh tumbuh dapat laba,8,INDY,Indika Energy Tbk.,0
2523,896,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar astra international  asi  miliar kalbe farma  klbf miliar,23,ASII,Astra International Tbk. [S],0
3885,1449, unit alat berat tambah harga komoditas stabil jadi tantang untr,19,UNTR,United Tractors Tbk. [S]	,0
3538,1312,pada semester satu  smgr catat turun gross profit margin capai ,17,SMGR,Semen Indonesia (Persero) Tbk. [S],0
2311,802, hari sedikit tekan saham unvr kata mino hubung kontan,14,UNVR,Unilever Indonesia Tbk. [S],0
1990,689, jumat  kemarin harga saham intp turun  level,23,INTP,Indocement Tunggal Prakasa Tbk. [S],0
2497,878,baca juga kompak turun ringkas dagang bmri bbri bbni bbtn bbca  dengan earning  share  alias laba bersih   saham price earning ratio  saham bbri  kali,19,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
4130,1520,baca juga ihsg minus  saham bmri bbri bbni bbtn bbca kompak merah  urut lanjut saham tbms harga naik  level   saham,9,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
1081,375,ikut turut saham bmri bbca bbni jadi berat ihsg,13,BBCA,Bank Central Asia Tbk.,0
3179,1174,saham jual bersih besar asing bank central asia  bbca  miliar astra international  asi  miliar dire simas plaza indonesia xspi  miliar saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar bank rakyat indonesia  bbri  miliar metropolitan kentjana  mkpi  miliar,17,ASII,Astra International Tbk. [S],0
4044,1490,direktur uang pgas said reza pahlevy kata revisi capex laku beberapa proyek utama saka energi indonesia anak usaha tunda,6,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
3686,1361,matahari department store lppf  rejeki isman  sril adaro energy  adro ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,13,LPPF,Matahari Department Store Tbk. [S],0
849,278,saham nasib nahas adro ptba united tractor  untr indo tambangraya megah  itmg elnusa  elsa bank tabung negara  bbtn medco energy medc waskita beton precast  wsbp,15,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
495,128,saham jual bersih besar asing bank central asia  bbca  miliar bank negara indonesia  bbni  miliar envy technologies indonesia  envy  miliar,18,BBCA,Bank Central Asia Tbk.,0
2524,896,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar astra international  asi  miliar kalbe farma  klbf miliar,23,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
723,241,untuk misal adhi tempat posisi rendah dua wskt besar ,34,ADHI,Adhi Karya (Persero) Tbk. [S],0
2603,927,padahal unvr masuk saham banyak pengaruh ubah bobot free float indeks lq,14,UNVR,Unilever Indonesia Tbk. [S],0
1879,660,saham jual bersih besar asing telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar astra international  asi  miliar,21,BMRI,Bank Mandiri (Persero) Tbk.,0
4246,1556,saham jual bersih besar asing semen indonesia  smgr  miliar telekomunikasi indonesia  tlkm miliar inkp  miliar,21,INKP,Indah Kiat Pulp & Paper,0
151,40,namun hingga semester - wika catat turnkey,9,WIKA,Wijaya Karya (Persero) Tbk. [S],0
703,234,saham jual bersih besar asing bukit asam  ptba  miliar adaro energy  adro  miliar gudang garam  ggrm  miliar,19,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
2251,785,pada paruh pertama sektor agribisnis asi buku laba besar miliar,18,ASII,Astra International Tbk. [S],0
2464,867,baca juga ihsg kuat  akhir dagang rabu   lihat indeks sektor tambang utama tekan turun saham ptba itmg adro,22,ITMG,Indo Tambangraya Megah Tbk,0
2633,947,banding tutup selasa  arti harga saham bbca turun ,7,BBCA,Bank Central Asia Tbk.,0
2468,867, adro turun  level,25,ADRO,Adaro Energy Tbk [S],0
3847,1423,sementara harga saham itmg turun dapat sentimen anjlok harga batubara,19,ITMG,Indo Tambangraya Megah Tbk,0
4361,1635,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar semen indonesia  smgr  miliar tlkm  miliar,18,SMGR,Semen Indonesia (Persero) Tbk. [S],0
4257,1562,saham jual bersih besar asing telekomunikasi indonesia  tlkm  miliar bank negara indonesia  bbni  miliar united tractors  untr  miliar,17,UNTR,United Tractors Tbk. [S]	,0
2047,702, arti harga bbri kurang  saham,38,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
2571,912, akhir dagang sesi saham alami tekan waskita karya wskt wijaya karya wika total bangun persada totl ptpp adhi karya adhi jaya konstruksi manggala pratama jkon totalindo  persada tops acset indonesia acst,11,ADHI,Adhi Karya (Persero) Tbk. [S],0
4088,1498,baca juga makin besar akuisisi smcb strategi semen indonesia smgr lanjut ancam lesu industri semen domestik hantu smgr,15,SMGR,Semen Indonesia (Persero) Tbk. [S],0
923,320, saham  losers lq  corporindo  akra anggota indeks kompas turun ,15,AKRA,AKR Corporindo Tbk. [S],0
3249,1204,harga saham empat bank besar bmri bbri bbni bbca kompak lanjut turun,5,BMRI,Bank Mandiri (Persero) Tbk.,0
576,161,saham nasib nahas sril adro ptba media nusantara citra  mncn united tractor  untr indo tambangraya megah  itmg bank tabung negara  bbtn medco energy medc,15,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
1992,690,bursa efek indonesia  rilis ubah komposisi indeks idx kamis  lalu harga saham medc akhir zona merah,5,MEDC,Medco Energi Internasional Tbk,0
4056,1491,itmg memang lihat turun laba sumbang naik biaya akibat nisbah kupas lebih tinggi,16,ITMG,Indo Tambangraya Megah Tbk,0
4273,1583,catat buku rugi panjang semester - prospek saham sawit sumbermas sarana  ssms baik iring potensi naik harga crude palm   sisa ,4,SSMS,Sawit Sumbermas Sarana Tbk. [S],0
3474,1294,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar sampoerna  hmsp  miliar united tractors  untr  miliar,18,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
2942,1075,sedang harga saham cpin gerus ,14,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
4228,1547,saat rasio utang bersih ebitda konsolidasi medc capai  jika masuk utang medco power rasio utang ebitda medc besar ,9,MEDC,Medco Energi Internasional Tbk,0
754,245,sementara bila tilik gera saham harinnya hari akhir saham unvr merah,23,UNVR,Unilever Indonesia Tbk. [S],0
496,128,saham jual bersih besar asing bank central asia  bbca  miliar bank negara indonesia  bbni  miliar envy technologies indonesia  envy  miliar,18,BBNI,Bank Negara Indonesia (Persero) Tbk.,0
2273,791,prijono sugiarto presiden direktur asi kata lesu konsumsi domestik turut pengaruh kerja grup,9,ASII,Astra International Tbk. [S],0
1470,513,saham nasib nahas adro ptba united tractor  untr indo tambangraya megahtbk itmg waskita beton precast  wsbp adapun lima saham untung naik harga sril elnusa  elsa bank tabung negara  bbtn medco energy medc media nusantara citra  mncn,17,ITMG,Indo Tambangraya Megah Tbk,0
641,194,padahal saham cpin sempat merah panjang dagang,11,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
4399,1647,sementara dana wika laku aksi apa hingga akhir tahun,15,WIKA,Wijaya Karya (Persero) Tbk. [S],0
1873,655,saham jual bersih besar asing telekomunikasi indonesia  tlkm  miliar astra international  asi  miliar bank mandiri  bmri  miliar,16,ASII,Astra International Tbk. [S],0
1146,399,saham  losers lq media nusantara citra  mncn anggota indeks kompas turun ,13,MNCN,Media Nusantara Citra Tbk. [S],0
1656,589,karena biasa suatu saham rentang waktu buyback saham kuat ujar lansir  business saham scma cenderung alami turun sejak bulan akhir,23,SCMA,Surya Citra Media Tbk.],0
851,278,saham nasib nahas adro ptba united tractor  untr indo tambangraya megah  itmg elnusa  elsa bank tabung negara  bbtn medco energy medc waskita beton precast  wsbp,15,ITMG,Indo Tambangraya Megah Tbk,0
2591,917,alam sutera realty  asri buku laba bersih diatribusikan entitas induk besar  miliar,4,ASRI,Alam Sutera Reality Tbk. [S],0
3834,1423,konstituen indeks lq turun saham dalam lanjut media nusantara citra  mncn indo tambangraya megah  itmg axiata  excl semen indonesia  smgr astra international  asi  corporindo  akra bumi serpong damai  bsde,8,ASII,Astra International Tbk. [S],0
2043,702,bank rakyat indonesia bbri turun  akhir dagang pek jumat  saham bbri tutup merah,28,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
1335,471,kutip lapor kerja usaha ada situs resmi itmg emiten tambang kira produksi turun jadi  juta metrik  kuartal dua turun tipis  juta metrik  kuartal pertama,33,ITMG,Indo Tambangraya Megah Tbk,0
2609,932,dasar lapor uang scma rilis rabu  kemarin salah satu sebab turun laba usaha karena beban usaha naik   miliar banding periode sama tahun belum besar  miliar,6,SCMA,Surya Citra Media Tbk.],0
2498,878,baca juga kompak turun ringkas dagang bmri bbri bbni bbtn bbca  dengan earning  share  alias laba bersih   saham price earning ratio  saham bbri  kali,19,BMRI,Bank Mandiri (Persero) Tbk.,0
4372,1640,menang sebut tengah soal lantar tawar kerja sama operasional  wege jaya konstruksi ptpp lebih tinggi bila banding  adhi karya  adhi,5,ADHI,Adhi Karya (Persero) Tbk. [S],0
1608,563,saham bbca buka bawah harga tutup hari belum tepat harga,81,BBCA,Bank Central Asia Tbk.,0
3601,1344,bukit asam  ptba rencana lepas  juta lembar saham treasuri,4,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
4299,1591,baca juga axiata excl rencana jual,10,EXCL,XL Axiata Tbk.,0
2103,720, indah kiat pulp  paper  inkp anggota indeks kompas turun ,15,INKP,Indah Kiat Pulp & Paper,0
4008,1483,manajemen semen indonesia persero  smgr nilai perlu hati kondisi uang masa datang,4,SMGR,Semen Indonesia (Persero) Tbk. [S],0
3843,1423,rugi turun nilai sebut tekan laba buku lppf  jadi  triliun turun posisi  besar  triliun,13,LPPF,Matahari Department Store Tbk. [S],0
2758,1003,baca juga bakal depak indeks lq begini gerak saham adhi elsa wsbp sesi rencana guna dana oleh tawar umum obligasi rang biaya emisi guna sepenuh adhi modal kerja proyek  proyek infrastruktur lain,16,ELSA,Elnusa Tbk. [S],0
3551,1313,baca juga tinggal pasar eropa itmg bidik pasar asia robertus kira tren turun harga batubara usai sentimen perang dagang akhir meski seperti jadi waktu dekat,22,ITMG,Indo Tambangraya Megah Tbk,0
1935,679,tapi saham cpin tutup lorot  banding harga tutup kamis,14,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
4015,1483,kuartal dua lalu utang jangka panjang smgr naik   jadi  triliun,11,SMGR,Semen Indonesia (Persero) Tbk. [S],0
2434,859,dalam lapor uang publikasi selasa  turun dapat jadi dapat adhi jasa konstruksi susut    triliun jadi  triliun,7,ADHI,Adhi Karya (Persero) Tbk. [S],0
3012,1103,lansir  lama minggu belakang saham cpin turun  saham main turun ,10,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
1853,645,baca juga bakal depak indeks lq begini gerak saham adhi elsa wsbp sesi sementara saham ciputra development  ctra cenderung lebih volatile,13,ELSA,Elnusa Tbk. [S],0
3917,1455,baca juga akan lepas pgas baik internal saka energi indonesia belum direktur utama pgas gigih prakoso kata waktu tepat terbit obligasi,10,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
2958,1083,jasa marga  jsmr jsmr bayar utang obligasi september  besar triliun,12,JSMR,Jasa Marga (Persero) Tbk. [S],0
103,25,saham jual bersih besar asing jasnita telekomindo  jast  miliar jasa marga  jsmr  miliar usaha  negara  pgas  miliar,22,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],0
2909,1066,selain lppf catat naik beban uang jadi  miliar banyak ,20,LPPF,Matahari Department Store Tbk. [S],0
1575,563,saham bbni saham bmri saham bbri saham bbca masuk saham sektor uang turut merah sama ihsg,7,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
1994,690,banding hari belum harga saham medc kamis lalu merosot ,7,MEDC,Medco Energi Internasional Tbk,0
4037,1488,dengan market  hmsp turun besar ,7,HMSP,HM Sampoerna Tbk.,0
2906,1066,kondisi sebut sekaligus indikasi turun saham lppf lanjut rekomendasi wait   lebih cenderung hold,12,LPPF,Matahari Department Store Tbk. [S],0
1555,557,stop loss apabila ggrm turun bawah support,23,GGRM,Gudang Garam Tbk.,0
1080,375,lanjut saham tlkm anggota indeks kompas harga turun ,11,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],0
2754,1003,sehingga total adhi anggota indeks kompas terbit obligasi nila  triliun,9,ADHI,Adhi Karya (Persero) Tbk. [S],0
2465,867,baca juga ihsg kuat  akhir dagang rabu   lihat indeks sektor tambang utama tekan turun saham ptba itmg adro,22,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
3842,1423,sayang tengah jalan lppf laku tinjau atas investasi hasil aku atas rugi turun nilai besar rp miliar aku lapor laba rugi konsolidasi,12,LPPF,Matahari Department Store Tbk. [S],0
3273,1219,matahari department store lppf  rejeki isman  sril adaro energy  adro ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,11,ADRO,Adaro Energy Tbk [S],0
3150,1157,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar astra international  asi  miliar bank central asia  bbca  miliar,23,ASII,Astra International Tbk. [S],0
654,201,saham jual bersih besar asing matahari department store  lppf  miliar bank tabung negara  bbtn  miliar semen indonesia  smgr  miliar,23,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
3339,1250,turun harga saham jadi produsen kertas sinar  indah kiat pulp  paper  inkp pabrik kertas tjiwi kimia  tkim,7,INKP,Indah Kiat Pulp & Paper,0
4264,1571,saham jual bersih besar asing indf miliar media nusantara citra  mncn  miliar sampoerna  hmsp  miliar,18,HMSP,HM Sampoerna Tbk.,0
2266,789,baca juga meski laba turun analis nilai kerja astra international asi wajar padahal segmen rupa core bisnis usaha,8,ASII,Astra International Tbk. [S],0
2064,702,banding tutup kamis  harga saham bbca turun ,79,BBCA,Bank Central Asia Tbk.,0
3265,1209,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar bank central asia  bbca  miliar united tractors  untr  miliar,18,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
1374,478,saham jual bersih besar asing diri bank mandiri  bmri miliar buana lintas laut  bull miliar semen indonesia  smgr  miliar,18,BMRI,Bank Mandiri (Persero) Tbk.,0
3718,1374,investor asing terus gelar aksi jual saham bank  bbri bank  bbca,4,BBCA,Bank Central Asia Tbk.,0
2336,808,baca juga tiga saham turun rekam bmri bbri bbni bbtn bbca  balik saham justru naik harga adro indo tambangraya megah  itmg,16,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
3730,1374,baca juga jual saham bank  bbri investor asing mulai lirik saham bank mandiri bmri,13,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
556,158,saham bbca anggota indeks kompas turun andil tekan ihsg,7,BBCA,Bank Central Asia Tbk.,0
2595,917,pada   entitas anak asri alam synergy private limited terbit obligasi nilai  juta bunga tetap besar   tahun,24,ASRI,Alam Sutera Reality Tbk. [S],0
480,111,saham nasib nahas adro elnusa  elsa bank tabung negara  bbtn medco energy medc,15,MEDC,Medco Energi Internasional Tbk,0
1030,350,sehingga bukan aneh apabila jual asi ikut lesu,13,ASII,Astra International Tbk. [S],0
3706,1371,baca juga axiata excl minta perintah siap database imei verifikasi dalam riset mirae asset sekuritas indonesia tulis christine natasya juli  kata usaha salah kira target jual lebaran,10,EXCL,XL Axiata Tbk.,0
3602,1344,sejati saham tresuri pegang ptba banyak  juta lembar lepas,5,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
2943,1075,emiten media scma catat turun harga  jadi,16,SCMA,Surya Citra Media Tbk.],0
2227,772,baca juga tiga saham turun rekam bmri bbri bbni bbtn bbca  kblm pimpin daftar saham  gainers senin ,11,BBCA,Bank Central Asia Tbk.,0
4324,1605,panjang paruh pertama  volume jual indocement tunggal prakarsa  intp anggota indeks kompas catat turun,4,INTP,Indocement Tunggal Prakasa Tbk. [S],0
2159,748,saham jual bersih besar asing bank negara indonesia  bbni  miliar bank mandiri  bmri miliar semen indonesia  smgr  miliar,18,SMGR,Semen Indonesia (Persero) Tbk. [S],0
324,77,beda jpfa main saham charoen pokphand indonesia  cpin justru turun tipis  level,17,CPIN,Charoen Pokphand Indonesia Tbk. [S],0
1404,498,saham jual bersih besar asing merdeka copper gold  mdka  miliar bank mandiri  bmri miliar bank tabung negara  bbtn  miliar,19,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
2267,789, setyawan investor relations untr terang resmi kata turun jadi jual alat berat turun jadi,9,UNTR,United Tractors Tbk. [S]	,0
2925,1073, corporindo akra alami susut kerja uang semester  tanggap sebut manajemen akra nilai turun sebut kendali,4,AKRA,AKR Corporindo Tbk. [S],0
1827,641,dapat analis  sekuritas achmad yaki kata sedia pulp kertas jadi hambat kerja inkp,18,INKP,Indah Kiat Pulp & Paper,0
656,201,saham jual bersih besar asing matahari department store  lppf  miliar bank tabung negara  bbtn  miliar semen indonesia  smgr  miliar,23,SMGR,Semen Indonesia (Persero) Tbk. [S],0
4373,1640,menang sebut tengah soal lantar tawar kerja sama operasional  wege jaya konstruksi ptpp lebih tinggi bila banding  adhi karya  adhi,5,PTPP,PP (Persero) Tbk. [S],0
1051,364,saham jual bersih besar asing astra international  asi  miliar bank sinarmas  bsim  miliar bank central asia  bbca  miliar,20,ASII,Astra International Tbk. [S],0
3381,1260,saham jual bersih besar asing bank rakyat indonesia  bbri  miliar kalbe farma  klbf  miliar bank negara indonesia  bbni  miliar,15,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
2417,855,sedang semester - laba buku indf besar  triliun,16,INDF,Indofood Sukses Makmur Tbk. [S],0
581,161,saham nasib nahas sril adro ptba media nusantara citra  mncn united tractor  untr indo tambangraya megah  itmg bank tabung negara  bbtn medco energy medc,15,SRIL,Sri Rejeki Isman Tbk.,0
2477,873,baca juga bbtn bbni tbig jadi saham banyak jual asing jelas analis catat harga tinggi,11,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,0
2430,857,baca juga meski tekan harga  laba indofood indf mampu lejit  laba kotor hasil jual sebut mampu tutup biaya operasional masuk naik beban umum administrasi,15,INDF,Indofood Sukses Makmur Tbk. [S],0
2932,1073,baca juga kerja semester  kurang muas saham  corporindo akra merosot asal tahu tahun  akra rencana bangun spbu gandeng,18,AKRA,AKR Corporindo Tbk. [S],0
3853,1443,posisi sebut lebih rendah banding harga tutup saham bbri dagang akhir pekan lalu posisi,7,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,0
125,34,lembaga peringkat standard poor global ratings naik peringkat utang jangka panjang chandra asri petrochemical  tpia jadi -,4,TPIA,Chandra Asri Petrochemical Tbk.,0
1648,586,turut wajar bila  income jsmr kini sedang cukup banyak investasi tekan,24,JSMR,Jasa Marga (Persero) Tbk. [S],0
4451,1668,turun harga batu bara tahan laju kerja ptba,12,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],0
4355,1629,saham jual bersih besar asing unvr  miliar bank negara indonesia  bbni  miliar bmri  miliar,13,BMRI,Bank Mandiri (Persero) Tbk.,0
111,32,saham sampoerna  hmsp catat tren turun sejak april lalu,4,HMSP,HM Sampoerna Tbk.,0
