level_0,index,ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
363,1070,1626,582, tanggung emiten kode smgr dapat kucur dana nila  triliun,5,SMGR,Semen Indonesia (Persero) Tbk. [S],1
365,1399,2131,735,andreas rekomendasi hold saham jsmr target,24,JSMR,Jasa Marga (Persero) Tbk. [S],1
366,73,105,30,saat rekomendasi investor  saham saham bsde ctra hold saham asri dmas pwon smra,48,ASRI,Alam Sutera Reality Tbk. [S],1
375,2005,2957,1081, akhir dagang awal pekan sukarno lihat mungkin saham tpia naik level lebih tinggi gantung gera harga minyak dunia,18,TPIA,Chandra Asri Petrochemical Tbk.,1
376,261,369,84,bila jalin mncn disney potensi jalin kerja sama hingga tahun depan,27,MNCN,Media Nusantara Citra Tbk. [S],1
377,537,769,249,baca juga saham bank  bbri rekor jadi topang ihsg kamis juli   kali pecah jumlah saham tadi hitung harga saham bbri tutup bursa saham kemarin tara,15,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
378,2325,3393,1278,infrastruktur anak usaha emiten konstruksi  ptpp menandatangi janji kerja sama bangun kembang sistem sedia  minum spam regional,4,PTPP,PP (Persero) Tbk. [S],1
379,518,743,244,asal tahu dasar lapor uang kuartal - icbp buku naik jual banyak  triliun  jadi  triliun,27,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
382,260,368,84,konten mncn beli disney isi salah satu jaring  asia hotstar india kata hary terang mirae terima kontan,25,MNCN,Media Nusantara Citra Tbk. [S],1
383,2089,3075,1130, juli  oleh nilai kontrak baru waskita beton precast  wsbp besar  triliun tara  target,4,WSBP,Waskita Beton Precast Tbk.,1
384,1576,2349,822,sementara saham lain perhati inkp wsbp hmsp pgas asi adro bsde,33,ASII,Astra International Tbk. [S],1
385,2789,3989,1479,akra buka peluang perban sumber dana,17,AKRA,AKR Corporindo Tbk. [S],1
386,1601,2385,842, rejeki isman  sril matahari department store lppf adaro energy  adro ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,SRIL,Sri Rejeki Isman Tbk.,1
387,2611,3783,1389,baca juga harga batubara rendah tahun bukit asam ptba rekomendasi hold balik saham naik harga bank tabung negara  bbtn bank negara indonesia bbni,17,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
388,846,1239,450,inco baca juga ihsg potensi rebound cermat ctra inco inkp harga nikel tingkat  london minggu jalan rilis data produksi stainless steel china kuat khawatir batas ekspor mineral perintah indonesia,7,INKP,Indah Kiat Pulp & Paper,1
390,2121,3120,1137,walaupun ekspor nikel henti jadi hambat sektor sukarno nyata pengaruh terlalu signifikan antm,29,ANTM,Aneka Tambang Tbk. [S],1
393,1119,1717,614,meski dapat jsmr tekan efisiensi cukup tolong usaha catat laba,21,JSMR,Jasa Marga (Persero) Tbk. [S],1
395,847,1240,450,hari  akhir sesi dagang saham bursa efek indonesia  saham vale indonesia  inco tutup hijau,10,INCO,Vale Indonesia Tbk. [S],1
400,279,404,89,samping hary yakin rencana disney akuisisi milik mncn makin buka lebar kerja sama jual beli konten capai sepakat,14,MNCN,Media Nusantara Citra Tbk. [S],1
403,2271,3305,1229,sementara naf rekomendasi saham adro bbca bbni ptba untr akumulasi beli scma asi akumulasi  weakness,21,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
405,666,933,325,sementara bbri kuartal satu lalu hasil raih laba bersih  triliun,26,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
406,334,493,122,saham beli bersih besar asing bank mandiri  bmri  miliar bukit asam  ptba  miliar astra international  asi  miliar,17,BMRI,Bank Mandiri (Persero) Tbk.,1
407,2404,3509,1308,lebih lanjut wskt kantong ijin lepas jalan tol,23,WSKT,Waskita Karya (Persero) Tbk. [S],1
409,2815,4018,1483,sisi analis ciptadana sekuritas asia fahressi fahalmesta nilai refinancing utang tetap perlu laku smgr,14,SMGR,Semen Indonesia (Persero) Tbk. [S],1
411,1657,2484,878,selasa  saham bank rakyat indonesia  bbri hasil naik,4,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
412,1486,2240,783,baca juga usai turun saham hmsp lonjak buru asing beberapa strategi laku baik kerja dukung tumbuh acset terap skema kelola working capital lebih baik khusus proyek ,15,HMSP,HM Sampoerna Tbk.,1
413,930,1408,498,saham beli bersih besar asing astra international  asi  miliar bank central asia  bbca  miliar bank rakyat indonesia  bbri  miliar,20,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
414,60,92,22,untuk smgr misal pangsa pasar anggota indeks kompas pasti lonjak pasca konsolidasi smcb laku,9,SMGR,Semen Indonesia (Persero) Tbk. [S],1
416,2726,3918,1455,pada  pgas anggar capex besar  juta naik capex tahun besar  juta,14,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
418,3016,4271,1577,saham beli bersih besar asing gudang garam  ggrm  miliar axiata  excl  miliar puradelta lestari  dmas  miliar,20,EXCL,XL Axiata Tbk.,1
420,2694,3876,1447,lalu tanjung power indonesia adro bangun bangkit listrik letak tanjung kalimantan selatan kapasitas x,13,ADRO,Adaro Energy Tbk [S],1
424,3029,4286,1585,tren pulih harga crude palm   beberapa waktu akhir potensi buat emiten  baik masuk sawit sumbermas sarana  ssms anggota indeks kompas sisa ,4,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
427,2549,3708,1372,tengah aksi jual saham bank rakyat indonesia alias bank  bbri investor asing mulai bidik saham bank mandiri bmri,4,BMRI,Bank Mandiri (Persero) Tbk.,1
433,3150,4449,1668,dalam ptba tetap produksi batubara kalor tinggi alias high calorie value  kurang jual apabila kontrak jangka panjang,8,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
436,3066,4340,1613,untuk saham tarik idxv naf lihat ptba adro untr bbtn bbni jadi pilih investor valuasi saham tarik milik  rendah cocok akumulasi akumulasi beli,16,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
437,939,1421,505,saham sampoerna  hmsp anggota indeks kompas ada urut atas saham dorong naik ihsg,6,HMSP,HM Sampoerna Tbk.,1
439,679,964,338,analis samuel sekuritas indonesia suria dharma nilai indf jadi salah satu emiten untung beleid sebut,7,INDF,Indofood Sukses Makmur Tbk. [S],1
440,2898,4135,1525,baca juga gudang garam ggrm pantau potensi pasar rokok elektrik tanah  turut heru pasar beri respons positif merek sigaret harga lebih hemat kategori sigaret kretek mesin full flavour ,8,GGRM,Gudang Garam Tbk.,1
441,1172,1816,635,saham beli bersih besar asing astra international  asi  miliar  rejeki isman  sril  miliar semen indonesia  smgr  miliar,23,SMGR,Semen Indonesia (Persero) Tbk. [S],1
442,1918,2847,1032,turut tony asri luncur produk baru,18,ASRI,Alam Sutera Reality Tbk. [S],1
443,274,393,87,michael rekomendasi investor  saham axiata  excl anggota indeks kompas target harga jangka panjang,54,EXCL,XL Axiata Tbk.,1
444,1848,2772,1006,baca juga raih kontrak baru adhi karya adhi target semester - sekadar info semester - utang obligasi jangka pendek adhi karya  adhi naik  sejak awal tahun,13,ADHI,Adhi Karya (Persero) Tbk. [S],1
446,1740,2598,923,namun lebih saham kapital besar bbca bbri kuat,9,BBCA,Bank Central Asia Tbk.,1
447,231,330,78,tambah kuat pangsa pasar ggrm tingkat  produk kuartal pertama lalu,11,GGRM,Gudang Garam Tbk.,1
448,2349,3434,1289,hingga akhir tahun  waskita beton precast  wsbp target realisasi kontrak besar  triliun,4,WSBP,Waskita Beton Precast Tbk.,1
453,2257,3291,1219,baca juga ihsg merah  saham lq  rendah tinggi  balik empat saham untung naik harga sril adro ptba bank tabung negara  bbtn halaman selajutnya daftar saham lq  rendah catat agustus ,14,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
454,2272,3306,1229,sementara naf rekomendasi saham adro bbca bbni ptba untr akumulasi beli scma asi akumulasi  weakness,21,SCMA,Surya Citra Media Tbk.],1
457,2236,3263,1209,baca juga cuma saham bbtn naik empat saham bank gede kompak merah siang total volume transaksi bursa hari capai  miliar saham nilai transaksi  triliun,14,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
459,1806,2702,963,baca juga proyeksi ihsg respons data baru ekonomi domestik balik saham justru naik harga indo tambangraya megah  itmg media nusantara citra  mncn,15,MNCN,Media Nusantara Citra Tbk. [S],1
460,1557,2320,808,posisi lanjut isi untr elsa wsbp itmg bbtn mncn medc,13,ELSA,Elnusa Tbk. [S],1
462,2375,3472,1294,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar indofood sukses makmur  indf  miliar unilever indonesia  unvr  miliar,17,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
464,1521,2279,793,sementara same store sales growth sssg lppf besar  laba bersih besar,9,LPPF,Matahari Department Store Tbk. [S],1
465,143,212,54,kendati bisnis properti lebih asi mulai rambah jalan  rencana bangun rest area dampak bagus depan,13,ASII,Astra International Tbk. [S],1
467,1111,1708,612,baca juga  rejeki isman sril catat naik jual  semester - sisi analis  sekuritas herditya wicaksana kata teknikal komentar atas saham sebut,20,SRIL,Sri Rejeki Isman Tbk.,1
468,2351,3436,1289,baca juga realisasi kontrak anyar waskita beton wsbp baru capai  target sekretaris usaha waskita beton precast fathia syafurah kata oleh realisasi kontrak sebut sesuai target akhir tahun,7,WSBP,Waskita Beton Precast Tbk.,1
469,990,1502,528,lihat bbca bbri tlkm icbp jadi saham tarik koleksi,22,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
470,2092,3079,1131,sejak awal tahun hingga sekarang year--date saham tpia kuat ,7,TPIA,Chandra Asri Petrochemical Tbk.,1
471,808,1169,420,sementara naf  rekomendasi saham asi cpin bmri elsa imas wege akumulasi beli,26,ASII,Astra International Tbk. [S],1
472,2260,3294,1229,rekomendasi saham wton ggrm hmsp bbtn bmri adro ptba scma adhi,20,ADRO,Adaro Energy Tbk [S],1
473,861,1262,453,bobot saham indf lebih tinggi icbp lama kenal salah satu saham harga premium ungkap suria rabu ,11,INDF,Indofood Sukses Makmur Tbk. [S],1
477,2157,3161,1162,baca juga harga saham chandra asri tpia capai rekor tinggi panjang masa sebab banding harga rabu,9,TPIA,Chandra Asri Petrochemical Tbk.,1
481,2473,3609,1345,waskita beton precast  wsbp alokasi dana besar  miliar perlu belanja modal capital expenditure capex tahun,4,WSBP,Waskita Beton Precast Tbk.,1
482,2753,3951,1466,bsde milik land bank lebih  hektare kalimantan timur,11,BSDE,Bumi Serpong Damai Tbk. [S],1
484,550,784,262,saham bank rakyat indonesia  bbri anggota indeks kompas ada urut atas saham topang ihsg,6,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
485,1136,1746,622,dalam buka informasi bursa efek indoesia  tumbuh dapat laba unvr,5,UNVR,Unilever Indonesia Tbk. [S],1
486,414,597,175,turut strategi sebut bukti efektif tingkat kerja wskt,40,WSKT,Waskita Karya (Persero) Tbk. [S],1
489,618,877,299,lebih lanjut mahendra merinci kontrak baru wika panjang semester tahun jalan,6,WIKA,Wijaya Karya (Persero) Tbk. [S],1
490,3111,4397,1647,kami kalau nilai kontrak baru optimistis hundred percent ujar sekretaris usaha wika mahendra vijaya kontan,13,WIKA,Wijaya Karya (Persero) Tbk. [S],1
494,1445,2185,766,harga saham bmri bbri hasil hijau bbni bbtn bbca turun dagang senin  kemarin,4,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
495,1865,2790,1012,sehingga chris nilai saham akra tarik depan,18,AKRA,AKR Corporindo Tbk. [S],1
497,3163,4466,1671,baca juga ptpp teken kontrak bangun pltu proyek bangun pltu nusa tenggara timur sulawesi utara tel investasi potensi nilai total investasi capai lebih triliun mana nilai kontrak persero capai triliun,9,PTPP,PP (Persero) Tbk. [S],1
500,2525,3666,1357,untuk mengenjot jual indf guna jalur distribusi -commerce tokopedia shopee bagai,10,INDF,Indofood Sukses Makmur Tbk. [S],1
504,415,598,179,demi jaga langsung rencana bisnis tahun emiten konstruksi plat merah waskita karya persero  wskt terbit obligasi,4,WSKT,Waskita Karya (Persero) Tbk. [S],1
505,2480,3616,1345,belum dana obligasi lanjut tahap iwsbp cair besar  miliar juli  catat  juli ,22,WSBP,Waskita Beton Precast Tbk.,1
506,2118,3117,1136,akhir desember  lalu indika mineral investindo  indy investasi sektor tambang emas bekerjasama nusantara resources limited,18,INDY,Indika Energy Tbk.,1
511,3146,4445,1667,direktur utama ptpp lukman hidayat kata selesai proyek usah kerja sama beberapa mitra,9,PTPP,PP (Persero) Tbk. [S],1
513,2922,4166,1529,baca juga bunga gunting  saham bank rekomendasi analis beda hal bank mandiri  bmri bank central asia  bbca milik dana murah cukup besar,16,BMRI,Bank Mandiri (Persero) Tbk.,1
516,2318,3383,1260,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar indofood  sukses makmur  icbp  miliar bank mandiri  bmri  juta,16,BMRI,Bank Mandiri (Persero) Tbk.,1
517,2529,3670,1357,untuk ekspansi bisnis indf siap belanja modal banyak triliun tahun,20,INDF,Indofood Sukses Makmur Tbk. [S],1
518,242,344,79,dengan hitung sebut excl target milik  banyak ,18,EXCL,XL Axiata Tbk.,1
519,2844,4053,1491,untuk itmg siasat laku efisiensi biaya,8,ITMG,Indo Tambangraya Megah Tbk,1
520,1370,2091,717,baca juga arwana citramulia arna catat tingkat jual semester - asal tahu produksi nikel inco semester satu tahun capai,17,INCO,Vale Indonesia Tbk. [S],1
522,811,1172,420,sementara naf  rekomendasi saham asi cpin bmri elsa imas wege akumulasi beli,26,ELSA,Elnusa Tbk. [S],1
523,904,1369,476,dengan akuisisi holcim isnaputra nilai intp rebut pasar smgr saat sedang buat brand baru perlu waktu terima masyarakat,25,INTP,Indocement Tunggal Prakasa Tbk. [S],1
524,512,736,244,sempat rupa manfaat icbp rilis beberapa varian rasa baru produk susu cair,12,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
526,704,1005,344,selain turun biaya cadang rugi turun nilai ckpn topang kerja bmri,13,BMRI,Bank Mandiri (Persero) Tbk.,1
527,106,156,41,lucky kata saham layak perhati rabu  saham sektor uang saham emiten bbri bmri bbni bbca,22,BBCA,Bank Central Asia Tbk.,1
528,1507,2263,789,strategi grup astra masuk bisnis emas lalu united tractors  untr anggota indeks kompas bilang jitu,4,UNTR,United Tractors Tbk. [S]	,1
530,513,737,244,bahkan divisi diary icbp catat kerja positif kuartal - naik dapat banyak  year year   quarter quarter ,13,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
531,564,801,265,meski sektoral peluang tekan prospek icbp positif,30,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
532,734,1049,358,turut investor beli dua saham target harga unvr,32,UNVR,Unilever Indonesia Tbk. [S],1
533,253,356,82, saham adro catat naik  level,8,ADRO,Adaro Energy Tbk [S],1
535,440,633,192,pada kuartal - bsde catat laba periode jalan diatribusikan milik entitas induk nila  miliar naik  banding periode sama tahun lalu ,16,BSDE,Bumi Serpong Damai Tbk. [S],1
538,2869,4080,1497,depan ggrm rencana kembang sarana tunjang bandara sebut jalan ,18,GGRM,Gudang Garam Tbk.,1
539,2499,3637,1350,ptpp milik saham mayoritas atas  beri nilai tambah baik,21,PTPP,PP (Persero) Tbk. [S],1
540,3083,4357,1629,saham beli bersih besar asing diri telekomunikasi indonesia  tlkm  miliar united tractors  untr  miliar bank central asia  bbca  miliar,14,BBCA,Bank Central Asia Tbk.,1
541,396,567,161, rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,SRIL,Sri Rejeki Isman Tbk.,1
546,2407,3514,1309, nilai lini bisnis gerak spam milik masa depan baik beri recurring income besar,7,INCO,Vale Indonesia Tbk. [S],1
547,2527,3668,1357,taufik menambahka salah satu produk baru luncur indf bumbu racik rilis lima seri rasa,16,INDF,Indofood Sukses Makmur Tbk. [S],1
548,533,759,246,baca juga disney tarik beli konten media nusantara citra mncn salah satu muncul banyak layan  over   gagas agam media scma mncn,8,MNCN,Media Nusantara Citra Tbk. [S],1
552,2807,4010,1483, antara rupa bank pelat merah bank negara indonesia  bbni bank mandiri  bmri,7,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
553,1679,2510,886,banding tutup senin  arti harga saham bmri naik ,7,BMRI,Bank Mandiri (Persero) Tbk.,1
558,2935,4184,1535,wika hingga banyak bangun infrastruktur vital kalimantan timur,13,WIKA,Wijaya Karya (Persero) Tbk. [S],1
560,1711,2564,911,emiten operator seluler axiata  excl buku laba bersih  miliar paruh pertama ,4,EXCL,XL Axiata Tbk.,1
562,3046,4311,1593,selain jago saham united tractors untr,13,UNTR,United Tractors Tbk. [S]	,1
563,2811,4014,1483,baca juga tilik prospek semen indonesia smgr tengah industri semen domestik stagnan turut meilki darmawan analis korindo sekuritas pinjam terima smgr tingkat beban utang jangka panjang,10,SMGR,Semen Indonesia (Persero) Tbk. [S],1
564,3112,4398,1647,wika lalu anak usaha wijaya karya bangun gedung wege baru oleh kontrak tender design  build jakarta international stadium  jakarta utara nilai  triliun,14,WIKA,Wijaya Karya (Persero) Tbk. [S],1
566,741,1057,369,naf jago beberapa saham wijaya karya gedung  wege malindo feedmill  main elnusa  elsa surya citra media  scma wijaya karya beton  wton,31,SCMA,Surya Citra Media Tbk.],1
567,3074,4348,1619, united tractors  untr anggota indeks kompas naik ,15,UNTR,United Tractors Tbk. [S]	,1
569,132,188,50,alhasil tlkm lewat anak usaha telekomunikasi seluler milik mampu lebih besar urus kendali harga tarif layan data,14,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
571,2641,3814,1418,industri farmasi kalbe farma  klbf anggota indeks kompas gandeng usaha eropa riset kembang produk biologi biofarma,4,KLBF,Kalbe Farma Tbk. [S],1
572,225,319,75,lalu usaha adro akuisisi jumlah besar saham usaha tambang batubara australia,17,ADRO,Adaro Energy Tbk [S],1
576,131,187,50,posisi excl bilang sulit lantar mayoritas pangsa pasar industri telekomunikasi indonesia asai saing telekomunikasi indonesia  tlkm,13,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
577,1008,1528,536,untuk saham oversold credit suisse rekomendasi hmsp untr bagi dividen kisar,16,UNTR,United Tractors Tbk. [S]	,1
581,393,564,160,rujuk data  nilai transaksi saham bmri capai  miliar senin ,11,BMRI,Bank Mandiri (Persero) Tbk.,1
583,2142,3142,1150,saat dasar lapor uang kuartal  laba bersih  saham alias earning  share  saham medc,15,MEDC,Medco Energi Internasional Tbk,1
584,161,243,57,astra international  asi anggota indeks kompas terus kuat unit bisnis sektor properti,4,ASII,Astra International Tbk. [S],1
585,1928,2858,1034,adapun saham pilih bank buku besar hingga buku tengah bbni bbri bbca bbtn pnbn bdmn hingga btps,14,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
586,1754,2614,933,lanjar rekomendasi lsip inkp smbr bbni bbtn bbca pgas indy wege adhi untr akra akumulasi dagang esok hari,20,ADHI,Adhi Karya (Persero) Tbk. [S],1
587,2539,3681,1359,begitu anak usaha icbp catat kerja positif tahun jual bersih naik   jadi  triliun,14,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
588,2620,3792,1399,saham   besar asing bank mandiri  bmri  miliar astra international  asi  miliar btpn syariah  btps  miliar,15,BMRI,Bank Mandiri (Persero) Tbk.,1
589,2713,3899,1452,akhir  silam united tractors  untr lalu anak usaha danusa tambang nusantara resmi jadi pegang saham agincourt resources milik tambang emas martabe sumatra utara,4,UNTR,United Tractors Tbk. [S]	,1
590,2627,3799,1407, saham bbri tutup naik hari,13,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
591,435,625,188,harga saham bbca naik jadi,8,BBCA,Bank Central Asia Tbk.,1
592,767,1104,379,hari harga saham inco tutup kuat,50,INCO,Vale Indonesia Tbk. [S],1
594,284,412,89, kuartal - laba bersih mncn tumbuh pesat jadi  miliar banding  miliar periode sama tahun lalu,25,MNCN,Media Nusantara Citra Tbk. [S],1
598,2431,3548,1313,baca juga temu makin banyak saham salah harga kheng hong beli saham tiap hari ptba milik banyak rencana ekspansi selesai bangkit listrik tenaga  pltu bangko tingkat train load station hingga proyek tambang batubara kalor tinggi,15,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
601,429,616,180,sedang chris rekomendasi saham hmsp teknikal murah ptba tlkm milik kerja baik tahun berkat proyek bangun inrastruktur telekomunikasi palapa ring,27,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
602,2421,3530,1311,tlkm tingkat infrastruktur dukung akses langgan baik upa fiber  home ftth atau ,26,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
604,2969,4221,1546,baca juga sinergi ophir medco hemat juta  tahun meski manajemen medc enggan sebut nilai aset lepas sebut,9,MEDC,Medco Energi Internasional Tbk,1
605,2714,3900,1452,dasar lapor kembang untr  juni  total jual emas untr tambang emas martabe banyak ,5,UNTR,United Tractors Tbk. [S]	,1
606,1886,2812,1022,dapat ggrm tumbuh  tahun  triliun jadi  triliun,6,GGRM,Gudang Garam Tbk.,1
610,112,163,48,kuat tinggi lihat saham charoen pokphand indonesia  cpin,6,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
613,743,1069,371,selain kontinuitas bsde nilai baik,16,BSDE,Bumi Serpong Damai Tbk. [S],1
615,2572,3731,1374,baca juga jual saham bank  bbri investor asing mulai lirik saham bank mandiri bmri,13,BMRI,Bank Mandiri (Persero) Tbk.,1
616,784,1137,395,meski janeman sadar tahun jadi tahun sulit indy bahkan laba bersih kira cenderung bawah  juta janeman tetap optimistis prospek indy jangka panjang,30,INDY,Indika Energy Tbk.,1
617,126,177,49,kami dapat excl terus jadi usaha telekomunikasi paling efisien indonesia ungkap etta riset,26,EXCL,XL Axiata Tbk.,1
619,2363,3451,1291,baca juga realisasi kontrak baru  waskita beton wsbp revisi target belum dana obligasi lanjut tahap iwsbp cair besar  miliar juli  catat  juli ,7,WSBP,Waskita Beton Precast Tbk.,1
620,494,708,241,meski realisasi kontrak hitung minim analis nilai saham adhi milik prospek tarik,6,ADHI,Adhi Karya (Persero) Tbk. [S],1
621,1541,2302,801,apalagi kerja hmsp tumbuh,17,HMSP,HM Sampoerna Tbk.,1
622,34,59,11,direktur indah kiat pulp paper  kurniawan yuwono nyata panjang tahun inkp anggar belanja modal besar  juta beli mesin tentu tambah efesiensi beli finishing capacity paper powerplant,16,INKP,Indah Kiat Pulp & Paper,1
623,273,391,87, kuartal -  tlkm tambah,35,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
625,2556,3715,1372,nilai beli bersih sebut jadi saham bmri ada urut atas saham nilai beli bersih asing besar dagang pagi,13,BMRI,Bank Mandiri (Persero) Tbk.,1
626,2592,3754,1383,jasa marga  jsmr tegas tiga jalan  selesai akhir tahun  segera operasi tiga ruas jalan  sebut jalan  pandaan-malang seksi singosari-malang jakarta-cikampek elevated balikpapan-samarinda,4,JSMR,Jasa Marga (Persero) Tbk. [S],1
628,2896,4133,1525,panjang semester - gudang garam  ggrm catat naik volume jual rokok banyak  tahun  miliar batang jadi  miliar batang,4,GGRM,Gudang Garam Tbk.,1
631,2265,3299,1229,rekomendasi saham wton ggrm hmsp bbtn bmri adro ptba scma adhi,20,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
632,619,878,299,wika baru oleh kerja konstruksi jalan  serpong-balaraja seksi nila  miliar,7,WIKA,Wijaya Karya (Persero) Tbk. [S],1
634,1690,2530,901,bukti dapat bisnis digital tlkm naik   jadi  triliun,7,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
636,1852,2776,1011,baca juga grup wika tahan laba meski dapat seret salah satu proyek  balikpapan-samarinda,10,WIKA,Wijaya Karya (Persero) Tbk. [S],1
638,941,1423,505,saham hmsp sumbang  poin ihsg,9,HMSP,HM Sampoerna Tbk.,1
639,1813,2722,973,baca juga proyeksi ihsg cenderung kuat balik empat saham turun mampu naik harga sril ptba indo tambangraya megah  itmg elnusa  elsa,16,SRIL,Sri Rejeki Isman Tbk.,1
641,2374,3471,1294,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar indofood sukses makmur  indf  miliar unilever indonesia  unvr  miliar,17,INDF,Indofood Sukses Makmur Tbk. [S],1
642,1075,1642,586,sedang dapat operasional  usaha lain jsmr catat tumbuh kerja besar ,15,JSMR,Jasa Marga (Persero) Tbk. [S],1
643,558,793,262,saham asi andil tambah  poin ihsg,17,ASII,Astra International Tbk. [S],1
644,124,175,49,hasil jelas jauh lebih baik banding oleh kerja excl tahun lalu,21,EXCL,XL Axiata Tbk.,1
647,38,63,12,indah kiat pulp  paper  inkp anggota indeks kompas dividen besar  juta tara  miliar laba tahun buku ,4,INKP,Indah Kiat Pulp & Paper,1
648,2422,3531,1312,semen indonesia  smgr resmi akuisisi solusi bangun indonesia  smcb  januari  lalu,4,SMGR,Semen Indonesia (Persero) Tbk. [S],1
651,2125,3124,1139,saham layak akumulasi chris bksl bsde scma,22,BSDE,Bumi Serpong Damai Tbk. [S],1
652,594,840,278,tonton video ihsg balik kandang  saham beri cuan besar - juli   rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,SRIL,Sri Rejeki Isman Tbk.,1
654,1987,2930,1073,meski alami turun ricardo pasti kerja akra semester - kendali usaha,15,AKRA,AKR Corporindo Tbk. [S],1
655,2154,3156,1162,kamis  saham tpia chandra asri petrochemical  tutup hijau,4,TPIA,Chandra Asri Petrochemical Tbk.,1
656,906,1371,476,isnaputra kata intp penuh target volume semen tahun   ,26,INTP,Indocement Tunggal Prakasa Tbk. [S],1
657,2937,4186,1537,hingga pekan tiga bulan wijaya karya  wika catat nilai kontrak baru besar  triliun,4,WIKA,Wijaya Karya (Persero) Tbk. [S],1
658,678,963,338,indofood sukses makmur  indf pandang milik prospek positif semester dua tahun,4,INDF,Indofood Sukses Makmur Tbk. [S],1
659,1906,2835,1025,baca juga para emiten batubara dulang untung produksi batubara kokas sekadar informasi untr milik beberapa unit bisnis,18,UNTR,United Tractors Tbk. [S]	,1
660,2319,3384,1260,saham beli bersih besar asing telekomunikasi indonesia  tlkm  miliar indofood  sukses makmur  icbp  miliar bank mandiri  bmri  juta,16,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
662,1556,2319,808,posisi lanjut isi untr elsa wsbp itmg bbtn mncn medc,13,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
663,383,554,156,wawan bilang investor manfaat momentum turun saham hmsp unvr laku akumulasi beli,21,HMSP,HM Sampoerna Tbk.,1
665,2450,3584,1329,saham   besar asing bbri  miliar indofood sukses makmur  indf  miliar telekomunikasi indonesia  tlkm  miliar,17,INDF,Indofood Sukses Makmur Tbk. [S],1
667,997,1517,536,adapun saham pilih credit suisse telekomunikasi indonesia  tlkm tower sama infrastructure  tbig sarana menara nusantara  towr wijaya karya  wika waskita karya  wskt sampoerna  hmsp astra international  asi bank negara indonesia  bbni  hardware indonesia  aces semen indonesia  smgr,5,ASII,Astra International Tbk. [S],1
668,1434,2171,757, awal dagang selasa  saham rekomendasi herditya dagang hari waskita beton precast  wsbp anggota indeks kompas catat realisasi kontrak besar target tahun,23,WSBP,Waskita Beton Precast Tbk.,1
670,3068,4342,1613,untuk saham tarik idxv naf lihat ptba adro untr bbtn bbni jadi pilih investor valuasi saham tarik milik  rendah cocok akumulasi akumulasi beli,16,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
671,1430,2167,757, adapun fundamental produk emas sedang trend jadi peluang antm moles bisnis emas,16,ANTM,Aneka Tambang Tbk. [S],1
672,776,1123,391,sedang perban saran bmri bbni,29,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
